23008,00
23024,00
23040,00
23056,00
23072,00
23088,00
23104,00
23120,00
23136,00
23152,00
23168,00
23184,00
23200,00
23216,00
23232,00
23248,00
23264,00
23280,00
23296,00
23312,00
23328,00
23344,00
23360,00
23376,00
23392,00
23408,00
23424,00
23440,00
23456,00
23472,00
23488,01
23504,01
23520,01
23536,01
23552,01
23568,11
23584,11
23600,11
23617,11
23633,11
23649,11
23665,11
23681,11
23697,11
23713,11
23729,11
23745,11
23761,11
23777,11
23793,11
23809,11
23825,11
23841,11
23857,11
23873,10
23889,10
23905,10
23921,10
23937,10
23953,10
23969,00
23985,00
24001,00
24017,00
24033,00
24053,00
24070,00
24087,00
24103,00
24119,00
24135,00
24151,00
24167,00
24184,00
24200,00
24216,00
24232,00
24248,00
24264,00
24280,00
24296,00
24312,00
24328,00
24344,00
24360,00
24376,00
24392,00
24408,00
24424,00
24440,00
24456,00
24472,00
24488,00
24504,00
24520,00
24536,00
24553,00
24568,00
24584,00
24600,00
24616,00
24632,00
24648,00
24664,00
24680,00
24696,00
24712,00
24729,00
24745,00
24761,00
24777,00
24792,00
24808,00
24824,00
24840,00
24857,00
24873,00
24889,00
24905,00
24921,00
24937,00
24953,00
24969,00
24985,00
25001,00
25017,00
25033,00
25049,00
25065,00
25081,00
25097,10
25113,10
25129,10
25145,10
25162,10
25178,10
25194,10
25210,10
25225,10
25242,10
25258,10
25274,10
25290,10
25306,10
25322,00
25338,00
25354,00
25370,00
25386,00
25402,00
25418,00
25434,00
25450,00
25466,00
25482,00
25498,00
25514,00
25530,00
25546,00
25562,00
25578,00
25594,00
25610,00
25626,00
25642,00
25659,00
25675,00
25691,00
25707,00
25723,00
25739,00
25755,00
25771,00
25787,00
25803,00
25819,00
25835,00
25851,00
25867,00
25883,00
25899,00
25915,00
25931,00
25947,00
25963,00
25979,00
25995,00
26011,00
26027,00
26043,00
26059,00
26075,00
26091,00
26107,00
26123,00
26139,00
26155,00
26171,00
26187,00
26203,00
26219,00
26235,00
26251,00
26267,00
26283,00
26299,00
26315,00
26331,00
26347,00
26363,00
26379,00
26395,00
26411,00
26427,00
26443,00
26459,00
26475,00
26491,00
26507,00
26523,00
26539,00
26555,00
26571,00
26587,00
26603,00
26619,00
26635,00
26651,00
26667,00
26683,00
26699,00
26715,00
26731,00
26747,00
26763,00
26780,00
26795,00
26811,00
26827,00
26844,00
26859,00
26875,00
26891,00
26907,00
26923,00
26939,00
26955,00
26971,00
26987,00
27003,00
27019,00
27035,00
27051,00
27067,00
27083,00
27099,00
27115,00
27131,00
27147,00
27163,00
27179,00
27195,00
27211,00
27227,00
27243,00
27259,00
27275,00
27291,00
27307,00
27323,00
27339,00
27355,00
27372,00
27388,00
27404,00
27420,00
27436,00
27452,00
27468,00
27484,00
27500,00
27516,00
27532,00
27548,00
27564,00
27580,00
27596,00
27612,00
27628,00
27644,00
27660,00
27676,00
27692,00
27708,00
27724,00
27740,00
27756,00
27772,00
27788,00
27804,00
27820,00
27836,00
27852,00
27868,00
27884,00
27900,00
27916,00
27932,00
27948,00
27964,00
27980,00
27996,00
28012,00
28028,00
28045,00
28061,00
28077,00
28093,00
28109,00
28125,00
28141,00
28157,00
28173,00
28189,00
28205,00
28221,00
28237,00
28253,00
28269,00
28285,00
28301,00
28317,00
28333,00
28349,00
28365,00
28381,00
28397,00
28413,00
28429,00
28445,00
28461,00
28477,00
28493,00
28509,00
28525,00
28541,00
28557,00
28573,00
28589,00
28605,00
28621,00
28637,00
28653,00
28669,00
28685,00
28701,00
28717,00
28733,00
28749,00
28766,00
28782,00
28798,00
28814,00
28830,00
28846,00
28862,00
28878,00
28894,00
28910,00
28926,00
28942,00
28958,00
28974,00
28990,00
29006,00
29022,00
29038,00
29054,00
29070,00
29086,00
29102,00
29118,00
29134,00
29150,00
29166,00
29182,00
29198,00
29214,00
29230,00
29246,00
29262,00
29278,00
29294,00
29310,00
29326,00
29342,00
29359,00
29374,00
29391,00
29406,00
29423,00
29438,00
29455,00
29470,00
29486,00
29502,00
29518,00
29534,00
29550,00
29566,00
29582,00
29598,00
29614,00
29630,00
29647,00
29663,00
29679,00
29695,00
29711,00
29727,00
29743,00
29759,00
29775,00
29792,00
29807,00
29824,00
29840,00
29856,00
29872,00
29888,00
29904,00
29920,00
29936,00
29952,00
29968,00
29984,00
30000,00
30016,00
30032,00
30048,00
30064,00
30080,00
30096,00
30112,00
30128,00
30144,00
30160,00
30176,00
30192,00
30208,00
30224,00
30240,00
30256,00
30272,00
30288,00
30304,00
30320,00
30336,00
30352,00
30368,00
30384,00
30400,00
30416,01
30432,11
30448,11
30464,11
30480,11
30496,10
30512,10
30529,10
30545,10
30561,10
30577,10
30593,10
30609,00
30625,00
30641,00
30657,00
30673,00
30689,00
30705,00
30721,00
30737,00
30753,00
30770,00
30786,00
30802,00
30818,00
30834,00
30850,00
30866,00
30882,00
30898,00
30914,00
30930,00
30946,00
30962,00
30978,00
30994,00
31010,00
31026,00
31042,00
31059,00
31075,00
